InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540916,20727,LUNCH BAG BLACK SKULL,14,2010-11-03 16:17:00,2.75,13160.0,United Kingdom
536747,20727,LUNCH BAG BLACK SKULL,6,2011-08-24 14:52:00,1.4,12474.0,United Kingdom
538560,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-05-14 17:13:00,1.04,12777.0,United Kingdom
542335,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-08-30 19:44:00,2.19,13422.0,United Kingdom
537135,22803,PINK SPOTTY CUP,13,2011-04-15 13:24:00,1.88,12538.0,United Kingdom
540185,21871,SAVE THE PLANET MUG,22,2011-11-02 19:10:00,4.06,13068.0,Spain
542536,71053,WHITE METAL LANTERN,6,2011-06-11 10:45:00,4.85,13461.0,United Kingdom
538071,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-12-09 11:28:00,3.61,12697.0,EIRE
541905,37410,TWO DOOR CURTAIN,1,2011-10-09 16:36:00,5.36,13340.0,United Kingdom
539320,22633,HAND WARMER UNION JACK,10,2011-05-28 09:52:00,1.25,12901.0,United Kingdom
536761,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-11-19 15:35:00,5.55,12476.0,United Kingdom
540424,21871,SAVE THE PLANET MUG,3,2011-12-08 16:54:00,0.92,13095.0,United Kingdom
540249,37410,TWO DOOR CURTAIN,8,2011-11-24 19:57:00,20.61,13073.0,United Kingdom
542459,22632,HAND WARMER RED POLKA DOT,6,2011-01-02 16:31:00,1.83,13447.0,France
540566,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-11-21 10:29:00,2.22,13112.0,United Kingdom
538711,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-06-23 19:38:00,10.26,,United Kingdom
540522,22752,SET 7 BABUSHKA NESTING BOXES,17,2010-07-04 19:24:00,20.77,13108.0,Switzerland
536550,22632,HAND WARMER RED POLKA DOT,11,2011-10-02 12:52:00,2.66,12436.0,Germany
539954,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-06-23 12:00:00,2.48,13020.0,United Kingdom
536461,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-08-19 11:27:00,5.9,12424.0,United Kingdom
539831,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9,2010-04-30 17:40:00,9.04,12995.0,United Kingdom
538370,71053,WHITE METAL LANTERN,9,2011-02-03 08:36:00,5.01,12754.0,United Kingdom
538043,22383,LUNCH BAG SUKI DESIGN,6,2011-03-26 12:43:00,1.43,12689.0,United Kingdom
537241,22383,LUNCH BAG SUKI DESIGN,14,2010-10-15 18:12:00,1.7,12552.0,Australia
537874,22803,PINK SPOTTY CUP,3,2011-05-23 10:30:00,1.07,12651.0,United Kingdom
541230,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-09-04 10:27:00,4.56,13219.0,United Kingdom
537066,22633,HAND WARMER UNION JACK,4,2011-10-05 19:38:00,1.15,12522.0,United Kingdom
538016,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2010-12-23 09:56:00,3.25,12684.0,Portugal
537157,22632,HAND WARMER RED POLKA DOT,6,2011-05-11 19:41:00,1.42,12541.0,United Kingdom
539937,47566,PARTY BUNTING,7,2011-05-24 09:46:00,9.32,13016.0,United Kingdom
540450,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-18 11:56:00,1.24,13099.0,United Kingdom
537858,20725,LUNCH BAG RED RETROSPOT,10,2011-08-06 10:25:00,2.52,12647.0,United Kingdom
542462,37410,TWO DOOR CURTAIN,3,2010-10-17 16:22:00,6.32,13448.0,United Kingdom
536582,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-08-16 15:48:00,4.68,12443.0,United Kingdom
542009,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2010-10-21 16:26:00,0.91,13356.0,Netherlands
541625,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-11-02 09:02:00,1.54,13291.0,United Kingdom
538574,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-08 18:01:00,3.33,12780.0,United Kingdom
538028,20727,LUNCH BAG BLACK SKULL,13,2011-03-10 13:25:00,2.75,12686.0,Portugal
542618,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-07-12 12:20:00,2.89,13478.0,United Kingdom
542435,20727,LUNCH BAG BLACK SKULL,12,2010-12-27 15:04:00,4.2,13446.0,United Kingdom
539754,22633,HAND WARMER UNION JACK,6,2011-10-14 08:43:00,3.14,12988.0,Spain
542057,71053,WHITE METAL LANTERN,6,2011-02-18 18:58:00,4.77,13364.0,United Kingdom
542523,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-05-14 11:22:00,0.97,13458.0,United Kingdom
538182,21871,SAVE THE PLANET MUG,9,2011-07-11 19:50:00,1.02,12718.0,United Kingdom
C539761,84029E,RED WOOLLY HOTTIE WHITE HEART,-14,2011-04-13 19:02:00,6.71,12988.0,Spain
539671,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-11-30 17:43:00,1.1,,United Kingdom
542203,21871,SAVE THE PLANET MUG,11,2011-09-23 08:55:00,2.11,13397.0,United Kingdom
537259,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-02 09:48:00,0.82,12556.0,Germany
540925,22383,LUNCH BAG SUKI DESIGN,8,2011-02-21 12:30:00,1.64,13163.0,United Kingdom
540543,37410,TWO DOOR CURTAIN,13,2011-05-27 14:12:00,15.74,13111.0,United Kingdom
538524,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-05-01 18:55:00,1.38,12770.0,United Kingdom
C540794,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,2011-10-20 15:34:00,1.07,13148.0,United Kingdom
539281,22423,REGENCY CAKESTAND 3 TIER,5,2011-10-05 17:03:00,24.02,12898.0,Switzerland
537765,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-10-13 08:07:00,7.32,12632.0,Germany
540580,21871,SAVE THE PLANET MUG,10,2011-08-15 09:13:00,3.32,,United Kingdom
540317,20727,LUNCH BAG BLACK SKULL,11,2011-09-03 09:00:00,2.77,13080.0,United Kingdom
538273,37410,TWO DOOR CURTAIN,5,2011-05-30 11:46:00,11.43,12738.0,United Kingdom
540949,22423,REGENCY CAKESTAND 3 TIER,6,2011-05-05 18:13:00,7.39,13167.0,United Kingdom
C541060,20727,LUNCH BAG BLACK SKULL,-21,2011-04-18 10:11:00,3.76,13186.0,United Kingdom
540618,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-04-03 17:44:00,3.51,13116.0,United Kingdom
540102,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-10-17 19:03:00,4.65,13048.0,Portugal
538283,47566,PARTY BUNTING,10,2011-10-01 10:44:00,14.11,12740.0,United Kingdom
543007,21232,STRAWBERRY CERAMIC TRINKET BOX,11,2011-09-22 19:52:00,2.55,13541.0,Australia
536364,21871,SAVE THE PLANET MUG,8,2011-05-25 17:09:00,6.44,12414.0,Spain
539362,47566,PARTY BUNTING,15,2011-09-03 15:03:00,12.15,12913.0,Australia
539957,22633,HAND WARMER UNION JACK,6,2011-09-13 09:30:00,1.3,13021.0,United Kingdom
540392,71053,WHITE METAL LANTERN,16,2010-11-19 11:55:00,8.7,13089.0,United Kingdom
541420,22633,HAND WARMER UNION JACK,5,2011-09-19 09:28:00,3.4,13253.0,  Spain  
536755,22632,HAND WARMER RED POLKA DOT,8,2011-06-08 15:11:00,0.97,12475.0,United Kingdom
539078,47566,PARTY BUNTING,15,2010-06-22 08:05:00,13.73,12864.0,United Kingdom
542832,22423,REGENCY CAKESTAND 3 TIER,11,2011-08-07 13:50:00,13.88,13509.0,Switzerland
539873,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-07-14 08:15:00,3.68,13005.0,Belgium
541320,20727,LUNCH BAG BLACK SKULL,2,2011-12-02 12:29:00,0.56,13237.0,Belgium
542486,20725,LUNCH BAG RED RETROSPOT,5,2010-09-13 09:08:00,1.62,13452.0,United Kingdom
538162,20725,LUNCH BAG RED RETROSPOT,8,2011-07-13 09:10:00,1.6,12714.0,United Kingdom
537608,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-01-06 19:01:00,6.25,12614.0,Switzerland
542085,21232,STRAWBERRY CERAMIC TRINKET BOX,6,2011-08-20 09:30:00,2.24,13373.0,Australia
538714,47566,PARTY BUNTING,14,2011-11-06 17:49:00,7.52,12800.0,United Kingdom
536745,37410,,9,2011-05-06 11:11:00,15.52,12474.0,United Kingdom
539147,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-11-24 19:33:00,0.95,12876.0,United Kingdom
540562,22633,HAND WARMER UNION JACK,16,2010-05-14 14:57:00,2.42,13111.0,United Kingdom
536260,22632,HAND WARMER RED POLKA DOT,13,2011-11-15 13:13:00,1.55,12396.0,United Kingdom
536515,20727,LUNCH BAG BLACK SKULL,12,2011-10-16 17:05:00,1.82,12431.0,United Kingdom
540440,21871,SAVE THE PLANET MUG,7,2011-06-18 08:09:00,2.28,13098.0,Spain
541154,22423,REGENCY CAKESTAND 3 TIER,4,2011-05-22 19:37:00,11.28,13205.0,United Kingdom
539929,37410,TWO DOOR CURTAIN,6,2011-04-24 16:34:00,10.03,13015.0,United Kingdom
542252,20725,LUNCH BAG RED RETROSPOT,7,2011-02-15 14:38:00,0.69,13404.0,Netherlands
536766,22803,PINK SPOTTY CUP,11,2011-05-13 11:56:00,2.3,12476.0,United Kingdom
537082,71053,WHITE METAL LANTERN,3,2011-07-06 15:46:00,3.96,12529.0,United Kingdom
536488,22633,HAND WARMER UNION JACK,8,2011-10-15 14:03:00,5.55,12430.0,United Kingdom
538938,20727,LUNCH BAG BLACK SKULL,8,2011-06-02 11:59:00,0.91,12835.0,United Kingdom
542838,21871,SAVE THE PLANET MUG,7,2011-03-13 15:21:00,3.79,13509.0,Switzerland
539379,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-11-13 10:19:00,1.61,12914.0,Netherlands
536454,22383,LUNCH BAG SUKI DESIGN,7,2011-07-25 15:34:00,1.43,12422.0,United Kingdom
540729,71053,WHITE METAL LANTERN,22,2011-11-15 19:25:00,4.36,13140.0,Netherlands
541708,22423,REGENCY CAKESTAND 3 TIER,12,2011-07-17 16:15:00,17.92,13309.0,United Kingdom
538965,47566,PARTY BUNTING,6,2011-05-04 19:26:00,5.06,12844.0,United Kingdom
537844,22632,HAND WARMER RED POLKA DOT,4,2011-11-09 12:16:00,0.97,12642.0,United Kingdom
542608,47566,PARTY BUNTING,4,2011-11-18 15:43:00,1.33,13475.0,United Kingdom
540226,22086,PAPER CHAIN KIT 50'S CHRISTMAS,20,2011-09-07 08:48:00,8.36,13071.0,United Kingdom
C539392,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3,2011-07-13 15:49:00,2.35,12916.0,United Kingdom
536504,22752,SET 7 BABUSHKA NESTING BOXES,15,2010-07-11 19:11:00,11.89,12430.0,United Kingdom
541153,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-08-05 14:27:00,1.09,13205.0,United Kingdom
541092,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-05-16 17:23:00,1.32,13192.0,EIRE
C541984,84879,ASSORTED COLOUR BIRD ORNAMENT,-7,2011-10-11 11:28:00,1.88,13351.0,Belgium
542237,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-09-17 19:37:00,4.89,13400.0,  Netherlands  
540332,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2011-08-12 19:11:00,3.89,13082.0,United Kingdom
539964,47566,PARTY BUNTING,8,2011-04-19 10:50:00,3.63,13021.0,United Kingdom
541536,22423,REGENCY CAKESTAND 3 TIER,4,2011-01-02 16:31:00,10.16,13272.0,United Kingdom
539647,71053,WHITE METAL LANTERN,5,2011-04-25 16:38:00,2.7,12971.0,United Kingdom
538539,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,2011-12-09 09:03:00,3.54,12774.0,United Kingdom
541390,22803,PINK SPOTTY CUP,6,2011-09-03 13:25:00,1.41,13247.0,United Kingdom
542638,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-07-16 11:22:00,1.42,13482.0,United Kingdom
C537614,22086,,-10,2011-11-02 14:41:00,4.13,12615.0,France
536666,22633,HAND WARMER UNION JACK,4,2011-12-03 10:51:00,0.38,12461.0,United Kingdom
541947,47566,PARTY BUNTING,14,2011-09-27 11:47:00,6.23,13346.0,United Kingdom
539074,22423,REGENCY CAKESTAND 3 TIER,15,2011-05-04 16:07:00,34.5,12864.0,United Kingdom
542551,22383,LUNCH BAG SUKI DESIGN,8,2011-08-26 14:18:00,1.86,13462.0,United Kingdom
539403,37410,TWO DOOR CURTAIN,7,2011-06-27 16:00:00,6.05,12921.0,United Kingdom
537167,71053,WHITE METAL LANTERN,9,2011-10-27 08:37:00,4.58,12544.0,United Kingdom
538700,84879,ASSORTED COLOUR BIRD ORNAMENT,22,2011-06-21 11:28:00,4.03,12796.0,  Australia  
541948,37410,TWO DOOR CURTAIN,7,2011-09-03 08:28:00,9.74,13346.0,United Kingdom
536349,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-09-11 11:55:00,3.32,12412.0,United Kingdom
538972,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-07-24 08:17:00,0.57,12846.0,United Kingdom
537797,21871,SAVE THE PLANET MUG,9,2011-10-04 12:02:00,3.88,12635.0,United Kingdom
536731,47566,PARTY BUNTING,9,2011-11-13 08:26:00,3.9,12473.0,United Kingdom
536041,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-08-23 17:14:00,4.5,12356.0,United Kingdom
538443,20725,LUNCH BAG RED RETROSPOT,5,2010-09-26 16:42:00,1.45,12764.0,United Kingdom
536881,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-03-17 15:33:00,1.73,12494.0,Switzerland
536066,22632,HAND WARMER RED POLKA DOT,9,2011-11-09 18:30:00,1.71,12363.0,Australia
537173,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-07-25 19:07:00,7.96,12544.0,United Kingdom
541587,20725,LUNCH BAG RED RETROSPOT,14,2011-05-31 17:15:00,2.32,13285.0,United Kingdom
542175,37410,TWO DOOR CURTAIN,10,2011-06-25 09:41:00,10.94,13391.0,Spain
541699,22423,REGENCY CAKESTAND 3 TIER,5,2011-06-03 14:07:00,9.66,13308.0,United Kingdom
541607,22383,LUNCH BAG SUKI DESIGN,6,2011-05-06 14:16:00,2.47,13288.0,United Kingdom
537954,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-08-30 18:19:00,1.96,12667.0,Switzerland
537659,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-04-12 17:13:00,3.59,12617.0,Netherlands
537348,22383,LUNCH BAG SUKI DESIGN,20,2011-09-02 13:00:00,3.44,12572.0,United Kingdom
539535,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-09-03 09:21:00,1.73,12941.0,Belgium
540209,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-10-19 08:45:00,2.76,13070.0,United Kingdom
538065,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-08-04 16:25:00,4.2,12695.0,United Kingdom
538790,20727,LUNCH BAG BLACK SKULL,10,2010-12-07 16:05:00,1.3,12814.0,United Kingdom
542079,22632,HAND WARMER RED POLKA DOT,3,2011-11-15 19:05:00,1.11,13370.0,United Kingdom
542303,22633,HAND WARMER UNION JACK,16,2010-12-26 14:44:00,4.15,13414.0,United Kingdom
540638,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-12-30 16:23:00,8.95,13120.0,United Kingdom
542854,22752,SET 7 BABUSHKA NESTING BOXES,8,2010-10-19 17:58:00,5.38,13510.0,United Kingdom
539977,21871,SAVE THE PLANET MUG,5,2011-09-07 09:54:00,1.86,13024.0,United Kingdom
539969,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-24 14:56:00,0.92,13023.0,France
539283,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-10-15 18:58:00,3.12,12898.0,Switzerland
542994,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-10-03 19:53:00,2.23,13537.0,United Kingdom
539062,21871,SAVE THE PLANET MUG,10,2011-05-20 17:41:00,1.05,12862.0,United Kingdom
541365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-10-14 18:37:00,4.18,13244.0,United Kingdom
542326,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-05 18:13:00,5.74,13420.0,United Kingdom
536122,84879,ASSORTED COLOUR BIRD ORNAMENT,18,2011-04-24 18:42:00,5.45,12373.0,United Kingdom
541932,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2010-04-28 08:28:00,4.61,13343.0,United Kingdom
539829,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-07-23 12:12:00,4.7,12995.0,United Kingdom
540611,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-06-24 17:27:00,2.08,13115.0,United Kingdom
542577,37410,TWO DOOR CURTAIN,11,2011-03-16 17:46:00,16.49,13467.0,United Kingdom
539195,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-06-07 12:55:00,1.77,12883.0,EIRE
C537167,22752,SET 7 BABUSHKA NESTING BOXES,-4,2011-10-27 08:37:00,12.68,12544.0,United Kingdom
538791,22423,REGENCY CAKESTAND 3 TIER,7,2011-04-17 14:45:00,21.87,12814.0,United Kingdom
539189,21871,SAVE THE PLANET MUG,4,2011-02-24 16:40:00,1.69,12882.0,United Kingdom
540052,20725,LUNCH BAG RED RETROSPOT,4,2011-09-04 11:59:00,1.53,13038.0,Germany
542097,22423,REGENCY CAKESTAND 3 TIER,5,2010-12-16 12:58:00,7.03,13377.0,United Kingdom
540753,20727,LUNCH BAG BLACK SKULL,19,2011-10-19 17:01:00,2.95,13142.0,France
542346,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-06-07 15:06:00,2.44,13425.0,Netherlands
538215,22632,HAND WARMER RED POLKA DOT,4,2011-10-26 08:24:00,1.17,12723.0,Portugal
538350,37410,TWO DOOR CURTAIN,6,2011-07-13 10:50:00,16.16,12749.0,United Kingdom
541952,20725,LUNCH BAG RED RETROSPOT,5,2011-02-23 13:27:00,2.92,13346.0,United Kingdom
536161,71053,WHITE METAL LANTERN,3,2011-05-15 08:28:00,1.92,12376.0,United Kingdom
540768,20727,LUNCH BAG BLACK SKULL,16,2010-03-28 13:29:00,3.01,,France
C537202,21232,STRAWBERRY CERAMIC TRINKET BOX,-17,2011-10-30 10:59:00,4.69,12550.0,  United Kingdom  
537477,20725,LUNCH BAG RED RETROSPOT,4,2011-07-04 08:37:00,1.13,12592.0,EIRE
542555,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2011-04-11 16:16:00,3.55,13462.0,United Kingdom
536152,20725,LUNCH BAG RED RETROSPOT,8,2010-06-22 11:49:00,1.4,12374.0,United Kingdom
540523,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,2010-03-31 17:40:00,10.82,13108.0,Switzerland
C542588,21232,STRAWBERRY CERAMIC TRINKET BOX,-13,2011-09-10 09:30:00,2.51,13469.0,United Kingdom
539117,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-12-30 17:03:00,3.28,,United Kingdom
542511,22632,HAND WARMER RED POLKA DOT,9,2011-09-14 16:08:00,3.08,13456.0,Netherlands
541886,21871,SAVE THE PLANET MUG,5,2011-02-07 10:08:00,1.07,13335.0,United Kingdom
541139,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-08-24 18:36:00,1.85,13201.0,United Kingdom
538815,21232,STRAWBERRY CERAMIC TRINKET BOX,11,2011-10-17 14:57:00,2.66,12818.0,United Kingdom
539698,47566,PARTY BUNTING,12,2010-10-27 17:02:00,9.37,12978.0,United Kingdom
541819,22383,LUNCH BAG SUKI DESIGN,7,2011-09-12 17:36:00,2.98,13325.0,United Kingdom
539940,20725,LUNCH BAG RED RETROSPOT,11,2011-08-01 18:45:00,1.44,13016.0,United Kingdom
543022,47566,PARTY BUNTING,3,2011-06-17 09:24:00,3.92,13544.0,Germany
C538881,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2010-12-15 10:55:00,1.47,12828.0,Spain
536274,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-10-24 15:40:00,3.53,12397.0,United Kingdom
542963,21871,SAVE THE PLANET MUG,8,2011-07-17 19:59:00,1.88,13532.0,  Spain  
542063,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-10-20 12:11:00,1.85,13365.0,Belgium
537457,22383,LUNCH BAG SUKI DESIGN,7,2011-04-04 15:04:00,1.77,12588.0,United Kingdom
536997,84406B,CREAM CUPID HEARTS COAT HANGER,9,2011-08-29 10:02:00,2.51,12511.0,Australia
541520,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-08-26 11:59:00,1.46,13271.0,United Kingdom
539605,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-06-19 09:38:00,2.05,12964.0,United Kingdom
536368,20727,LUNCH BAG BLACK SKULL,13,2010-11-28 19:27:00,4.51,12414.0,Spain
541856,22803,PINK SPOTTY CUP,6,2011-06-14 18:55:00,1.05,13332.0,United Kingdom
539946,22803,PINK SPOTTY CUP,4,2011-05-08 14:35:00,1.73,13017.0,  United Kingdom  
542217,20725,LUNCH BAG RED RETROSPOT,8,2011-10-21 19:03:00,3.02,13399.0,France
542032,22383,LUNCH BAG SUKI DESIGN,3,2010-10-09 12:38:00,1.02,13362.0,Netherlands
540682,71053,WHITE METAL LANTERN,7,2011-06-23 08:59:00,3.06,13129.0,United Kingdom
539100,84879,ASSORTED COLOUR BIRD ORNAMENT,13,2011-10-09 18:17:00,3.16,12868.0,United Kingdom
538085,22423,REGENCY CAKESTAND 3 TIER,9,2011-01-21 16:20:00,14.04,12697.0,EIRE
539484,37410,TWO DOOR CURTAIN,19,2011-09-07 11:35:00,27.37,12935.0,United Kingdom
540639,22383,LUNCH BAG SUKI DESIGN,21,2010-11-07 13:47:00,4.77,13120.0,United Kingdom
539455,21871,SAVE THE PLANET MUG,13,2011-07-08 08:15:00,2.95,12932.0,United Kingdom
537865,20725,LUNCH BAG RED RETROSPOT,7,2010-05-05 17:34:00,2.24,12647.0,United Kingdom
540562,22423,REGENCY CAKESTAND 3 TIER,10,2010-05-14 14:57:00,39.55,13111.0,United Kingdom
542694,20725,LUNCH BAG RED RETROSPOT,2,2011-10-01 14:50:00,0.87,13492.0,United Kingdom
542073,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-04-05 16:43:00,1.55,13369.0,  United Kingdom  
537704,22803,PINK SPOTTY CUP,1,2011-11-25 19:05:00,0.43,12625.0,United Kingdom
541652,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-11-03 16:48:00,1.87,13299.0,United Kingdom
537125,20725,LUNCH BAG RED RETROSPOT,4,2011-07-02 08:44:00,1.46,12537.0,United Kingdom
540141,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-10-19 14:02:00,4.62,13061.0,United Kingdom
541084,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-04-21 13:52:00,11.79,13190.0,EIRE
542328,84406B,CREAM CUPID HEARTS COAT HANGER,10,2011-08-25 17:22:00,2.5,13421.0,United Kingdom
537991,22752,,7,2011-02-10 19:21:00,0.0,12680.0,United Kingdom
539635,22803,PINK SPOTTY CUP,5,2011-07-10 19:50:00,1.94,,United Kingdom
542956,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-06-13 17:52:00,6.74,13530.0,United Kingdom
542420,20727,LUNCH BAG BLACK SKULL,13,2011-07-23 16:46:00,2.86,13445.0,United Kingdom
542878,21871,SAVE THE PLANET MUG,5,2011-08-30 12:17:00,0.74,13517.0,United Kingdom
538936,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-08-07 15:34:00,2.2,12835.0,United Kingdom
C542642,22383,LUNCH BAG SUKI DESIGN,-5,2011-07-06 15:19:00,0.68,13483.0,United Kingdom
537993,20727,LUNCH BAG BLACK SKULL,6,2011-05-19 10:02:00,0.68,12681.0,Belgium
541154,47566,PARTY BUNTING,6,2011-05-22 19:37:00,4.17,13205.0,United Kingdom
542619,22803,PINK SPOTTY CUP,14,2011-04-17 15:52:00,3.34,13478.0,United Kingdom
537812,22423,REGENCY CAKESTAND 3 TIER,6,2010-09-25 10:42:00,30.41,12637.0,United Kingdom
536778,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-09-01 16:04:00,1.77,12479.0,Netherlands
539672,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-12-01 10:00:00,2.37,12976.0,Portugal
540867,37410,TWO DOOR CURTAIN,20,2009-12-26 15:58:00,26.38,13156.0,Australia
539908,20727,LUNCH BAG BLACK SKULL,9,2011-05-12 14:52:00,2.39,13009.0,United Kingdom
542277,22632,HAND WARMER RED POLKA DOT,9,2011-09-14 12:06:00,1.93,13410.0,United Kingdom
538769,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-10-21 16:26:00,2.99,12809.0,Spain
542860,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-12-03 16:40:00,1.69,13513.0,Spain
540555,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2010-12-30 19:49:00,4.57,13111.0,United Kingdom
538477,20727,LUNCH BAG BLACK SKULL,7,2011-10-15 12:21:00,5.17,12768.0,United Kingdom
537138,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-11-05 17:22:00,1.6,12539.0,United Kingdom
542611,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-08-20 09:52:00,2.14,13477.0,United Kingdom
536887,20725,LUNCH BAG RED RETROSPOT,11,2011-10-10 15:11:00,3.87,12495.0,Switzerland
542179,22633,HAND WARMER UNION JACK,11,2011-09-18 15:42:00,3.25,13392.0,United Kingdom
539039,22086,PAPER CHAIN KIT 50'S CHRISTMAS,11,2011-06-16 16:28:00,6.76,12858.0,Netherlands
C539393,84879,ASSORTED COLOUR BIRD ORNAMENT,-8,2011-07-26 17:14:00,1.72,12916.0,United Kingdom
540267,21232,STRAWBERRY CERAMIC TRINKET BOX,6,2011-05-14 15:59:00,0.87,13075.0,  Portugal  
536552,20727,LUNCH BAG BLACK SKULL,1,2011-05-03 14:34:00,0.71,12437.0,United Kingdom
542616,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-08-05 12:31:00,1.22,13478.0,United Kingdom
542371,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-07-28 11:55:00,6.75,13434.0,United Kingdom
538529,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-09-21 17:22:00,1.95,12771.0,United Kingdom
541421,22803,PINK SPOTTY CUP,9,2011-07-26 08:47:00,3.55,13253.0,Spain
540701,71053,WHITE METAL LANTERN,2,2011-06-03 14:21:00,1.86,13135.0,United Kingdom
539546,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-06-11 17:06:00,1.31,12945.0,United Kingdom
541713,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-06-12 13:50:00,1.94,13311.0,United Kingdom
541620,20725,LUNCH BAG RED RETROSPOT,6,2011-09-20 19:39:00,1.39,13291.0,United Kingdom
542849,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-03-07 13:43:00,3.13,13510.0,United Kingdom
541730,22383,LUNCH BAG SUKI DESIGN,6,2011-07-22 12:56:00,3.06,13313.0,France
